weather_severity,nas_congestion,carrier_issues,late_aircraft,season,airport,airline,delay_minutes,is_delayed
0.0579,0.3966,0.3023,0,summer,JFK,United,28.8,1
0.532,0.2856,0.1825,0,summer,SEA,American,59.3,1
0.4555,0.2475,0.0051,0,summer,LAX,Delta,33.7,1
0.0687,0.4471,0.2872,0,spring,SEA,United,43.2,1
0.1244,0.4478,0.1526,0,spring,SEA,JetBlue,32.7,1
0.235,0.4683,0.2888,0,winter,BOS,American,55.6,1
0.5339,0.5327,0.2862,0,fall,BOS,American,53.2,1
0.1483,0.2678,0.0402,0,summer,DFW,JetBlue,17.5,1
0.203,0.2376,0.2172,0,winter,ORD,Delta,39.8,1
0.4223,0.5584,0.3824,0,summer,BOS,Delta,70.0,1
0.2841,0.4021,0.1148,0,winter,ORD,Delta,42.5,1
0.2532,0.6423,0.4449,0,spring,ORD,JetBlue,73.5,1
0.1235,0.2482,0.5017,0,winter,ORD,JetBlue,39.8,1
0.3955,0.5532,0.2692,0,spring,ORD,Delta,64.7,1
0.5245,0.4014,0.2765,0,summer,JFK,JetBlue,66.5,1
0.4095,0.3396,0.3465,1,spring,ATL,Southwest,63.1,1
0.2616,0.3585,0.4169,0,spring,LAX,American,54.1,1
0.317,0.5854,0.1959,0,winter,DFW,Delta,69.8,1
0.1899,0.2979,0.1258,0,winter,SEA,Delta,29.4,1
0.3758,0.7182,0.1303,0,summer,ORD,American,86.7,1
0.3613,0.3205,0.2321,0,winter,BOS,JetBlue,53.8,1
0.3316,0.5595,0.126,0,spring,BOS,American,51.2,1
0.2039,0.618,0.4578,0,summer,DFW,Delta,51.4,1
0.2501,0.4222,0.4419,0,summer,SEA,JetBlue,45.2,1
0.1739,0.2216,0.2873,0,fall,BOS,United,44.2,1
0.3089,0.208,0.0989,1,summer,BOS,JetBlue,65.2,1
0.2239,0.3055,0.3115,0,fall,ORD,JetBlue,38.2,1
0.2001,0.3773,0.3765,1,winter,BOS,Delta,66.3,1
0.7822,0.2918,0.2288,0,winter,LAX,Delta,79.7,1
0.0374,0.8209,0.33,1,winter,BOS,United,78.0,1
0.3396,0.3051,0.219,0,winter,ATL,Delta,41.1,1
0.076,0.7745,0.107,0,winter,ORD,JetBlue,56.3,1
0.2561,0.4016,0.183,0,winter,LAX,United,55.8,1
0.4118,0.6798,0.1995,0,fall,ATL,JetBlue,68.8,1
0.1324,0.3263,0.3429,0,winter,LAX,JetBlue,18.2,1
0.0561,0.3442,0.2313,0,fall,LAX,JetBlue,23.8,1
0.345,0.5153,0.3369,0,spring,DFW,United,35.4,1
0.1505,0.3076,0.5161,0,spring,ORD,Delta,46.1,1
0.1128,0.3947,0.2783,1,fall,JFK,American,60.0,1
0.2129,0.3581,0.1189,0,spring,JFK,United,51.4,1
0.602,0.2292,0.4103,1,winter,BOS,Delta,100.9,1
0.1958,0.4776,0.3509,0,spring,ORD,JetBlue,40.4,1
0.1675,0.3682,0.1643,1,fall,SEA,American,42.8,1
0.2098,0.2471,0.4326,0,winter,LAX,JetBlue,39.8,1
0.0988,0.4767,0.1969,0,summer,ORD,American,42.9,1
0.2141,0.21,0.2855,0,summer,ORD,United,32.5,1
0.5298,0.1318,0.2607,1,spring,ATL,United,67.2,1
0.1168,0.6892,0.1888,0,winter,BOS,JetBlue,43.0,1
0.1254,0.2637,0.5076,0,winter,BOS,American,41.1,1
0.3844,0.6652,0.2403,0,winter,ATL,Southwest,68.4,1
0.4196,0.5047,0.1578,0,summer,ORD,JetBlue,57.2,1
0.4895,0.5608,0.1394,1,summer,DFW,Southwest,77.1,1
0.0487,0.292,0.1631,0,spring,SEA,United,34.2,1
0.1918,0.4972,0.2369,0,summer,DFW,JetBlue,34.4,1
0.4068,0.2734,0.1872,0,winter,ATL,American,59.4,1
0.0881,0.6197,0.4362,0,fall,BOS,United,47.4,1
0.4785,0.2697,0.2907,0,winter,SEA,Southwest,62.6,1
0.419,0.4238,0.1324,0,fall,SEA,Delta,41.2,1
0.0855,0.1947,0.6366,0,spring,BOS,JetBlue,27.4,1
0.1854,0.4617,0.2867,0,fall,LAX,Southwest,34.2,1
0.1984,0.2939,0.4205,0,winter,ATL,American,36.4,1
0.3332,0.3665,0.6406,1,summer,BOS,Southwest,97.2,1
0.2148,0.406,0.3468,1,summer,DFW,United,66.5,1
0.1442,0.1665,0.0533,0,spring,JFK,United,23.5,1
0.5515,0.4707,0.1436,0,winter,DFW,Southwest,77.3,1
0.1815,0.7463,0.5769,0,fall,BOS,JetBlue,65.2,1
0.2531,0.346,0.3842,1,winter,ORD,Delta,80.4,1
0.3535,0.6364,0.1574,0,winter,BOS,United,56.7,1
0.1869,0.4979,0.1778,0,spring,ORD,United,31.5,1
0.3602,0.4915,0.2243,0,fall,LAX,United,29.9,1
0.2033,0.3547,0.2361,0,winter,JFK,American,35.6,1
0.6081,0.5241,0.1353,0,fall,ORD,United,68.1,1
0.1646,0.5595,0.2029,1,summer,DFW,United,88.9,1
0.2083,0.6593,0.2794,0,winter,JFK,Southwest,76.1,1
0.449,0.6412,0.3011,1,winter,BOS,Delta,113.5,1
0.4816,0.7872,0.1209,0,winter,ORD,Delta,80.8,1
0.2542,0.6412,0.5858,1,spring,JFK,Delta,96.6,1
0.6144,0.2761,0.3186,0,winter,ATL,JetBlue,74.9,1
0.0684,0.6731,0.0771,1,summer,BOS,Delta,53.8,1
0.2475,0.525,0.1927,0,winter,JFK,American,68.9,1
0.2014,0.4763,0.3696,0,winter,JFK,United,50.4,1
0.2748,0.2667,0.0625,1,winter,SEA,American,75.7,1
0.15,0.3054,0.0862,0,winter,DFW,United,34.3,1
0.2831,0.5112,0.2464,0,winter,DFW,JetBlue,49.2,1
0.097,0.7402,0.5998,0,winter,BOS,Southwest,50.8,1
0.24,0.5771,0.5315,0,fall,ORD,Southwest,62.8,1
0.2388,0.5329,0.4535,0,winter,ATL,American,70.5,1
0.2971,0.2841,0.4048,0,summer,BOS,Delta,44.9,1
0.2445,0.5674,0.8307,0,summer,ATL,United,79.8,1
0.1898,0.6122,0.306,0,winter,SEA,United,52.2,1
0.1309,0.498,0.2607,0,fall,JFK,JetBlue,36.4,1
0.3389,0.2558,0.2894,1,spring,JFK,Delta,62.2,1
0.1856,0.1758,0.3034,1,winter,ATL,JetBlue,61.2,1
0.3812,0.2695,0.1643,1,summer,ORD,JetBlue,66.8,1
0.1931,0.2408,0.2294,0,summer,JFK,Southwest,28.0,1
0.1146,0.5401,0.339,0,winter,LAX,United,30.8,1
0.0737,0.2833,0.2396,0,spring,SEA,JetBlue,24.0,1
0.1539,0.1339,0.2944,1,summer,DFW,JetBlue,45.5,1
0.5866,0.2236,0.5939,0,winter,DFW,JetBlue,64.7,1
0.0828,0.5396,0.1852,0,summer,ATL,JetBlue,33.8,1
0.1166,0.3916,0.0594,1,spring,DFW,Southwest,51.1,1
0.2435,0.5221,0.2331,0,winter,ORD,United,61.6,1
0.1644,0.6636,0.1288,0,spring,DFW,American,47.7,1
0.2382,0.5326,0.2489,0,spring,ORD,United,53.4,1
0.3452,0.3865,0.1514,0,summer,ATL,Delta,39.2,1
0.5328,0.4533,0.2976,0,summer,ORD,Southwest,73.3,1
0.1845,0.0719,0.2683,0,spring,ATL,Southwest,14.9,0
0.6278,0.5584,0.1847,0,summer,ORD,American,75.1,1
0.4942,0.3996,0.2435,0,fall,LAX,Delta,40.5,1
0.153,0.4506,0.1658,0,winter,ATL,United,36.8,1
0.505,0.2964,0.006,0,summer,ATL,United,55.1,1
0.1366,0.3888,0.3167,0,summer,BOS,Southwest,41.3,1
0.0842,0.4689,0.1281,0,spring,JFK,JetBlue,38.5,1
0.1169,0.4144,0.27,0,winter,ORD,Southwest,51.1,1
0.2135,0.4471,0.2949,0,spring,ATL,American,34.1,1
0.0362,0.4417,0.5291,0,fall,ORD,JetBlue,42.0,1
0.1165,0.796,0.1894,0,winter,ATL,Delta,52.9,1
0.0541,0.3073,0.2439,0,spring,BOS,Delta,26.9,1
0.6375,0.465,0.0943,1,summer,ORD,Delta,99.2,1
0.1925,0.625,0.3726,0,fall,ATL,American,39.7,1
0.3662,0.3106,0.1081,0,fall,LAX,Southwest,43.1,1
0.1736,0.3777,0.1702,1,summer,BOS,United,56.5,1
0.2452,0.5741,0.0394,0,summer,SEA,United,43.5,1
0.0721,0.2448,0.1296,0,spring,JFK,American,24.6,1
0.1467,0.5306,0.1541,0,spring,JFK,American,41.2,1
0.2911,0.2381,0.362,1,winter,SEA,American,62.0,1
0.0696,0.8095,0.3191,0,spring,DFW,Southwest,50.4,1
0.1602,0.2707,0.4376,1,summer,LAX,American,60.1,1
0.2752,0.3054,0.1008,0,summer,ORD,Delta,38.2,1
0.0974,0.309,0.1688,1,winter,LAX,United,49.4,1
0.5106,0.6758,0.2331,0,summer,ORD,Southwest,85.3,1
0.2219,0.5744,0.2882,0,winter,ATL,JetBlue,67.8,1
0.3513,0.505,0.3467,0,spring,JFK,Southwest,70.3,1
0.2157,0.274,0.1956,1,fall,DFW,JetBlue,59.0,1
0.31,0.3817,0.1402,1,spring,LAX,United,67.2,1
0.1659,0.7021,0.1649,0,fall,JFK,American,38.7,1
0.1012,0.3132,0.2674,0,winter,BOS,JetBlue,32.3,1
0.0974,0.3848,0.3983,0,summer,LAX,American,38.3,1
0.3364,0.2834,0.035,0,spring,JFK,Delta,17.7,1
0.219,0.4339,0.5321,0,summer,JFK,JetBlue,67.5,1
0.1548,0.1559,0.2567,1,fall,JFK,American,48.3,1
0.0831,0.7473,0.4099,0,spring,LAX,United,41.4,1
0.2156,0.6432,0.2137,0,fall,ORD,United,46.8,1
0.2296,0.415,0.2688,0,fall,DFW,United,40.6,1
0.3308,0.1213,0.2842,1,winter,BOS,JetBlue,69.8,1
0.33,0.3919,0.1239,0,winter,JFK,JetBlue,62.9,1
0.463,0.1982,0.0334,1,summer,LAX,JetBlue,57.5,1
0.0506,0.2812,0.3508,0,fall,ORD,United,30.0,1
0.3033,0.1747,0.2868,1,spring,SEA,Delta,54.8,1
0.1982,0.3219,0.2643,0,fall,JFK,JetBlue,30.5,1
0.2147,0.2584,0.2306,0,winter,ORD,United,34.8,1
0.1659,0.3078,0.5156,0,summer,ORD,United,61.6,1
0.0767,0.2411,0.204,0,summer,SEA,Delta,27.6,1
0.1446,0.475,0.3852,0,summer,ATL,Delta,43.7,1
0.2314,0.5292,0.2885,1,spring,ATL,American,76.2,1
0.3131,0.5232,0.5025,0,winter,BOS,Delta,72.8,1
0.3381,0.5783,0.2551,0,summer,BOS,Southwest,52.6,1
0.1027,0.7208,0.3184,0,summer,SEA,American,40.2,1
0.2462,0.3586,0.3632,0,fall,DFW,United,37.8,1
0.3002,0.7429,0.1248,0,fall,LAX,American,56.0,1
0.257,0.5981,0.3931,0,winter,ORD,JetBlue,85.0,1
0.0319,0.2717,0.0549,1,winter,ORD,Southwest,43.5,1
0.2606,0.4201,0.5003,0,fall,LAX,Delta,33.4,1
0.1771,0.2009,0.0986,1,spring,SEA,United,48.6,1
0.1817,0.2156,0.258,0,summer,BOS,Southwest,29.1,1
0.4436,0.395,0.3801,1,spring,JFK,American,92.0,1
0.4124,0.4093,0.4436,0,summer,LAX,American,58.7,1
0.1822,0.481,0.4853,1,summer,BOS,United,80.9,1
0.2106,0.0679,0.0352,0,spring,BOS,United,12.6,0
0.106,0.2366,0.2486,0,spring,DFW,Southwest,25.2,1
0.0786,0.4864,0.3238,1,fall,DFW,Delta,48.9,1
0.4391,0.3155,0.0964,0,summer,DFW,Delta,43.2,1
0.5256,0.1135,0.4739,1,fall,LAX,American,63.9,1
0.4141,0.7521,0.0902,0,fall,LAX,Southwest,54.8,1
0.6349,0.6728,0.3116,0,winter,ATL,Southwest,93.5,1
0.2942,0.383,0.2859,1,fall,JFK,JetBlue,57.5,1
0.2406,0.3249,0.4326,0,fall,ATL,United,45.6,1
0.3253,0.6413,0.4422,0,spring,DFW,Delta,60.8,1
0.284,0.5414,0.0919,0,spring,LAX,Southwest,47.6,1
0.2791,0.537,0.246,0,spring,DFW,United,45.5,1
0.2501,0.5383,0.6038,0,winter,LAX,American,57.7,1
0.2695,0.4998,0.1414,0,summer,ATL,Delta,39.8,1
0.3687,0.396,0.3908,0,spring,JFK,Southwest,55.5,1
0.1166,0.3402,0.2939,0,fall,SEA,American,32.6,1
0.3979,0.2635,0.4196,0,spring,JFK,JetBlue,43.0,1
0.3533,0.4273,0.4039,0,fall,SEA,JetBlue,44.7,1
0.0507,0.4181,0.168,0,summer,JFK,JetBlue,33.0,1
0.3063,0.1152,0.5013,1,winter,ATL,American,72.0,1
0.4158,0.3151,0.4169,1,spring,ATL,Delta,74.1,1
0.1395,0.6167,0.0531,1,summer,LAX,American,72.2,1
0.3774,0.4983,0.0509,1,winter,DFW,American,70.6,1
0.497,0.1987,0.079,0,spring,ATL,Southwest,36.3,1
0.2876,0.3376,0.1528,1,fall,DFW,JetBlue,70.2,1
0.3707,0.6246,0.2139,0,winter,DFW,Delta,66.9,1
0.0952,0.2527,0.3832,0,winter,DFW,Southwest,23.6,1
0.4129,0.6561,0.3515,0,spring,BOS,Delta,66.2,1
0.2781,0.3989,0.5866,0,fall,DFW,JetBlue,49.7,1
0.4728,0.2479,0.2393,0,summer,ORD,Southwest,60.2,1
0.4058,0.3062,0.4849,0,summer,ORD,United,67.2,1
0.2593,0.6009,0.1394,0,winter,ORD,Delta,55.1,1
0.278,0.8298,0.3652,0,summer,DFW,Delta,66.0,1
0.1983,0.3552,0.398,0,summer,JFK,JetBlue,47.6,1
0.2832,0.69,0.3096,0,fall,BOS,Delta,49.4,1
0.5231,0.6745,0.2519,0,winter,ORD,American,91.8,1
0.2504,0.5104,0.1021,1,spring,BOS,American,53.7,1
0.5203,0.3798,0.2197,0,spring,JFK,Southwest,56.2,1
0.5296,0.2426,0.2005,1,summer,ORD,United,82.4,1
0.1362,0.3919,0.4009,0,spring,ORD,Southwest,38.2,1
0.2311,0.2965,0.236,0,spring,SEA,United,39.8,1
0.1669,0.5056,0.4733,0,spring,DFW,American,54.9,1
0.4424,0.3741,0.2231,0,winter,BOS,American,55.0,1
0.2607,0.5448,0.1615,1,spring,ORD,JetBlue,84.1,1
0.2793,0.57,0.2974,0,winter,LAX,American,56.4,1
0.4312,0.4764,0.0473,0,winter,JFK,American,57.2,1
0.6185,0.3454,0.2124,0,winter,JFK,Delta,86.2,1
0.6168,0.5054,0.135,1,winter,BOS,JetBlue,106.3,1
0.2229,0.5621,0.1719,0,winter,LAX,United,39.0,1
0.5408,0.9159,0.2823,0,winter,SEA,Delta,86.4,1
0.3771,0.7125,0.2334,1,summer,BOS,Delta,92.0,1
0.389,0.5173,0.129,0,spring,DFW,Southwest,51.5,1
0.6392,0.729,0.0939,1,fall,LAX,JetBlue,96.1,1
0.1107,0.8775,0.2556,1,winter,JFK,Southwest,92.2,1
0.2354,0.7354,0.378,0,summer,LAX,American,47.7,1
0.5278,0.3325,0.2032,0,fall,ORD,American,46.6,1
0.2222,0.4211,0.1318,1,summer,ATL,United,82.8,1
0.3435,0.4083,0.039,1,fall,ORD,American,82.0,1
0.188,0.2203,0.3399,1,summer,BOS,Delta,59.0,1
0.2153,0.1813,0.1975,1,summer,DFW,Southwest,59.0,1
0.3708,0.4862,0.1125,0,winter,SEA,Delta,58.3,1
0.4214,0.5128,0.1463,0,winter,DFW,Delta,73.0,1
0.1944,0.1558,0.1509,0,winter,SEA,JetBlue,32.6,1
0.4189,0.2389,0.0723,1,fall,LAX,United,58.8,1
0.2447,0.2089,0.2278,0,summer,ORD,JetBlue,45.3,1
0.4007,0.6531,0.3007,1,spring,LAX,JetBlue,84.6,1
0.2726,0.497,0.1643,0,summer,ATL,American,44.7,1
0.3369,0.47,0.1988,0,winter,ORD,American,68.3,1
0.2622,0.5711,0.1156,0,summer,ORD,JetBlue,59.7,1
0.0822,0.469,0.4679,0,winter,DFW,United,39.9,1
0.2222,0.2284,0.2695,0,winter,ATL,JetBlue,47.5,1
0.2861,0.6516,0.0685,0,winter,ATL,Delta,62.9,1
0.2517,0.375,0.0557,1,spring,DFW,United,57.1,1
0.6647,0.78,0.3152,0,summer,BOS,Delta,93.9,1
0.4181,0.5003,0.065,0,summer,ORD,United,68.5,1
0.3395,0.2123,0.2139,0,summer,ATL,United,41.0,1
0.2827,0.7725,0.5242,0,spring,JFK,American,71.2,1
0.0626,0.4416,0.2378,0,summer,ATL,JetBlue,25.6,1
0.2732,0.4077,0.2376,0,fall,DFW,Delta,19.6,1
0.4054,0.5066,0.2601,0,summer,SEA,United,52.1,1
0.1777,0.2793,0.1512,0,summer,ATL,Delta,25.2,1
0.1766,0.1165,0.3786,0,winter,ATL,Delta,45.1,1
0.117,0.503,0.1503,0,winter,DFW,Delta,23.5,1
0.1344,0.3803,0.308,1,winter,SEA,American,60.4,1
0.8023,0.2404,0.4333,0,spring,SEA,Delta,52.9,1
0.4167,0.4229,0.2078,0,winter,DFW,Southwest,56.0,1
0.3452,0.718,0.1863,1,fall,BOS,Delta,102.5,1
0.3415,0.5061,0.2523,0,summer,JFK,United,43.6,1
0.6091,0.4911,0.3049,0,spring,ORD,American,69.0,1
0.487,0.3794,0.1086,0,summer,JFK,American,42.7,1
0.0529,0.5818,0.1606,0,winter,JFK,JetBlue,42.8,1
0.149,0.6366,0.4022,0,fall,ORD,Delta,62.5,1
0.3601,0.4049,0.6889,0,spring,ORD,American,51.6,1
0.3091,0.392,0.129,1,spring,DFW,American,70.6,1
0.2866,0.3136,0.1212,1,winter,LAX,Southwest,76.0,1
0.1069,0.3224,0.339,0,winter,ATL,JetBlue,42.0,1
0.2357,0.283,0.39,0,fall,JFK,United,42.0,1
0.3892,0.506,0.2371,0,summer,SEA,United,44.1,1
0.1966,0.2761,0.4889,0,summer,DFW,JetBlue,52.2,1
0.093,0.4499,0.3374,0,spring,ATL,JetBlue,34.4,1
0.4345,0.2526,0.2944,0,summer,SEA,United,45.0,1
0.0891,0.5808,0.2793,0,spring,LAX,JetBlue,42.5,1
0.4261,0.3756,0.3238,1,winter,LAX,Southwest,83.6,1
0.247,0.3385,0.246,0,summer,LAX,Southwest,30.6,1
0.2471,0.3712,0.0768,1,winter,SEA,United,61.3,1
0.3871,0.308,0.1505,0,summer,ORD,Delta,46.3,1
0.1979,0.5038,0.3149,0,summer,DFW,Delta,54.7,1
0.5329,0.4546,0.2763,0,spring,ATL,Southwest,60.9,1
0.1517,0.4337,0.1387,0,winter,ORD,American,51.6,1
0.3832,0.742,0.2135,0,summer,BOS,American,64.9,1
0.1811,0.261,0.2399,0,summer,BOS,United,25.5,1
0.3201,0.221,0.1601,1,winter,BOS,Delta,75.2,1
0.3075,0.3667,0.2864,0,spring,SEA,United,39.7,1
0.3536,0.2665,0.2077,1,summer,JFK,Delta,67.1,1
0.1083,0.4982,0.2516,0,fall,BOS,Southwest,45.3,1
0.4725,0.3085,0.1439,0,summer,BOS,American,44.1,1
0.4185,0.7063,0.2289,0,fall,SEA,Delta,59.0,1
0.3393,0.5293,0.1689,0,spring,JFK,JetBlue,50.4,1
0.1775,0.3092,0.0865,0,winter,LAX,JetBlue,32.8,1
0.1772,0.5986,0.1988,0,spring,ORD,Southwest,56.0,1
0.4678,0.0961,0.3281,0,spring,ORD,United,57.9,1
0.1248,0.3514,0.2033,1,spring,JFK,United,43.4,1
0.2058,0.5591,0.2956,0,winter,LAX,American,44.8,1
0.582,0.3158,0.1706,0,spring,BOS,JetBlue,52.7,1
0.2159,0.4348,0.0955,0,spring,SEA,JetBlue,31.5,1
0.3483,0.3849,0.2851,0,winter,LAX,JetBlue,48.1,1
0.2206,0.7088,0.4814,0,summer,ATL,JetBlue,47.8,1
0.571,0.4281,0.2871,1,spring,DFW,Delta,77.4,1
0.5975,0.167,0.2401,0,spring,DFW,United,50.2,1
0.4736,0.4085,0.3673,0,winter,ATL,United,79.1,1
0.3126,0.1882,0.4052,0,fall,JFK,American,37.0,1
0.3005,0.4476,0.5993,0,summer,BOS,Delta,60.1,1
0.4107,0.4383,0.3896,1,summer,LAX,Delta,79.8,1
0.4351,0.4445,0.2231,0,summer,JFK,Delta,61.5,1
0.2726,0.6399,0.0788,0,winter,SEA,JetBlue,42.4,1
0.4343,0.1961,0.4884,0,winter,JFK,United,67.5,1
0.3221,0.3904,0.3119,0,fall,BOS,Delta,38.2,1
0.0915,0.3082,0.2618,0,winter,ORD,JetBlue,28.7,1
0.186,0.3833,0.4981,0,fall,LAX,Southwest,38.0,1
0.3571,0.4187,0.4274,0,fall,LAX,American,46.1,1
0.3477,0.3388,0.5032,0,summer,BOS,JetBlue,48.4,1
0.3558,0.2921,0.3728,0,spring,LAX,Southwest,50.5,1
0.5913,0.4616,0.2657,1,summer,ORD,Southwest,100.7,1
0.0848,0.4193,0.0809,1,summer,JFK,Southwest,51.1,1
0.3441,0.6122,0.1196,0,fall,ATL,Delta,46.3,1
0.4942,0.3397,0.3663,1,spring,ORD,Delta,81.1,1
0.3467,0.6649,0.2018,1,summer,JFK,Delta,85.8,1
0.1845,0.5961,0.1316,1,summer,DFW,American,61.3,1
0.1368,0.3043,0.1012,0,winter,BOS,American,30.3,1
0.1094,0.3752,0.4167,0,fall,SEA,American,34.1,1
0.2026,0.2842,0.3458,0,winter,ORD,Delta,41.3,1
0.3456,0.6971,0.257,0,summer,ATL,Southwest,75.6,1
0.259,0.2481,0.2121,0,spring,DFW,Southwest,31.0,1
0.6958,0.2954,0.0815,0,fall,ORD,JetBlue,45.5,1
0.1002,0.5306,0.0928,0,fall,DFW,JetBlue,34.8,1
0.2439,0.6113,0.3024,0,winter,JFK,United,53.6,1
0.135,0.3272,0.2976,0,fall,BOS,American,42.7,1
0.0753,0.2688,0.4434,0,winter,JFK,American,33.0,1
0.727,0.4537,0.3591,0,spring,SEA,United,64.8,1
0.5023,0.6867,0.3059,1,summer,JFK,United,102.8,1
0.2972,0.7269,0.2748,0,spring,SEA,United,59.3,1
0.4318,0.7178,0.4024,1,summer,SEA,JetBlue,77.5,1
0.1555,0.407,0.0368,0,fall,JFK,United,29.7,1
0.1433,0.4579,0.2516,1,winter,JFK,JetBlue,72.0,1
0.033,0.5095,0.2612,1,summer,ATL,Delta,69.4,1
0.4074,0.63,0.2929,0,summer,ATL,JetBlue,54.5,1
0.5167,0.4426,0.2781,1,fall,LAX,JetBlue,59.3,1
0.2197,0.5341,0.0288,0,winter,ORD,JetBlue,48.5,1
0.0853,0.3811,0.1304,1,winter,ATL,United,58.5,1
0.3962,0.4473,0.0161,0,summer,DFW,Delta,41.6,1
0.3446,0.4121,0.0734,0,fall,ATL,United,39.1,1
0.3798,0.3787,0.105,0,summer,DFW,Delta,46.7,1
0.1729,0.6081,0.1196,0,winter,JFK,American,57.3,1
0.2363,0.3947,0.2001,0,spring,ORD,United,49.2,1
0.4942,0.3806,0.2822,1,winter,SEA,Delta,81.6,1
0.1301,0.4928,0.0908,0,summer,SEA,Southwest,26.7,1
0.4036,0.4297,0.166,0,fall,SEA,Southwest,30.7,1
0.2814,0.1379,0.1415,0,summer,SEA,United,39.4,1
0.3164,0.6407,0.5249,0,winter,ORD,United,75.3,1
0.4301,0.2658,0.6731,0,fall,JFK,United,54.7,1
0.628,0.1716,0.1279,1,spring,LAX,American,65.4,1
0.2649,0.5283,0.123,0,winter,LAX,JetBlue,55.1,1
0.0879,0.4539,0.3175,1,summer,DFW,Southwest,52.8,1
0.0322,0.6458,0.2045,0,winter,ORD,JetBlue,58.1,1
0.4675,0.7813,0.1465,0,summer,SEA,American,57.1,1
0.1954,0.6071,0.2044,0,fall,ATL,United,32.2,1
0.27,0.4445,0.2736,0,summer,LAX,Delta,37.1,1
0.0569,0.4571,0.1347,0,fall,ATL,United,46.2,1
0.1394,0.5952,0.3416,0,fall,LAX,Southwest,25.3,1
0.2047,0.0644,0.2237,0,winter,DFW,Delta,29.0,1
0.4574,0.7207,0.2623,1,summer,ORD,JetBlue,104.0,1
0.2283,0.3978,0.2389,0,summer,BOS,United,42.8,1
0.5794,0.1468,0.2737,0,winter,BOS,Delta,77.2,1
0.128,0.7484,0.0741,0,winter,ATL,United,45.6,1
0.0906,0.1904,0.3587,0,winter,DFW,Delta,28.8,1
0.2521,0.708,0.105,0,summer,ATL,Delta,54.5,1
0.2407,0.4367,0.2156,0,winter,SEA,United,41.8,1
0.1608,0.6853,0.4417,0,spring,SEA,JetBlue,44.8,1
0.3168,0.5595,0.2059,0,winter,ORD,American,68.3,1
0.2252,0.4924,0.2517,1,winter,BOS,Delta,71.8,1
0.193,0.4163,0.3138,1,fall,SEA,Southwest,58.2,1
0.4643,0.2777,0.1956,1,spring,DFW,United,61.0,1
0.4276,0.4215,0.0886,0,spring,ORD,Delta,44.9,1
0.3832,0.5407,0.6378,1,winter,ORD,American,112.9,1
0.6557,0.2575,0.0896,0,winter,JFK,Delta,66.9,1
0.1895,0.4742,0.1707,0,summer,SEA,Delta,41.2,1
0.3835,0.3974,0.0948,0,spring,ORD,Delta,52.8,1
0.5202,0.3007,0.4556,0,summer,LAX,American,65.6,1
0.3577,0.3436,0.1801,0,spring,LAX,Delta,47.1,1
0.5222,0.4411,0.1852,0,spring,ATL,American,63.8,1
0.1982,0.5183,0.2187,0,fall,SEA,United,46.0,1
0.3247,0.3616,0.3106,0,summer,SEA,American,44.6,1
0.3132,0.285,0.133,0,summer,ORD,JetBlue,24.0,1
0.1037,0.5937,0.5059,0,fall,DFW,Southwest,35.8,1
0.2806,0.487,0.0979,0,summer,BOS,JetBlue,43.8,1
0.1479,0.6195,0.2253,0,summer,ATL,Southwest,50.5,1
0.4693,0.6381,0.2699,0,fall,JFK,United,73.7,1
0.1504,0.3443,0.1939,1,summer,ORD,Delta,54.8,1
0.5918,0.464,0.1983,0,summer,SEA,JetBlue,69.8,1
0.4962,0.7137,0.3642,0,winter,ATL,JetBlue,87.1,1
0.072,0.374,0.4194,1,winter,BOS,JetBlue,62.4,1
0.1407,0.6328,0.0451,0,spring,ATL,American,45.1,1
0.1988,0.3435,0.3875,0,fall,ORD,Delta,46.8,1
0.3707,0.4022,0.4192,1,summer,ORD,Southwest,79.6,1
0.5411,0.6201,0.1954,0,winter,DFW,United,77.0,1
0.3086,0.1705,0.3421,1,spring,SEA,Southwest,73.2,1
0.5599,0.7673,0.1385,0,summer,SEA,Southwest,59.6,1
0.2197,0.5964,0.1146,0,winter,LAX,Delta,56.9,1
0.2836,0.1433,0.1314,1,winter,JFK,JetBlue,55.8,1
0.2337,0.3311,0.1173,0,summer,ORD,American,41.0,1
0.4952,0.2904,0.0812,0,winter,ORD,American,69.2,1
0.2359,0.2227,0.1557,1,winter,LAX,American,73.7,1
0.5351,0.3907,0.1135,1,summer,ORD,JetBlue,85.3,1
0.3423,0.488,0.1204,0,spring,SEA,United,58.6,1
0.1472,0.2621,0.2518,0,winter,LAX,Southwest,20.4,1
0.3453,0.4399,0.2527,0,summer,LAX,Southwest,37.2,1
0.2382,0.1628,0.1067,0,winter,LAX,Delta,29.8,1
0.4126,0.3663,0.2044,0,spring,ORD,Delta,37.1,1
0.4771,0.3081,0.1851,0,winter,DFW,Southwest,54.1,1
0.4534,0.2445,0.0839,0,spring,BOS,JetBlue,33.8,1
0.3398,0.1667,0.265,1,winter,BOS,JetBlue,73.0,1
0.2169,0.7421,0.1851,0,fall,BOS,United,54.7,1
0.2866,0.5383,0.35,1,winter,DFW,Southwest,81.5,1
0.1263,0.581,0.0813,0,fall,ORD,Southwest,47.9,1
0.6206,0.3506,0.076,0,spring,LAX,JetBlue,47.9,1
0.2225,0.7569,0.0431,0,winter,LAX,United,64.7,1
0.3631,0.3213,0.0963,0,fall,BOS,American,36.9,1
0.0734,0.3271,0.3991,0,spring,DFW,American,42.9,1
